MODIFIED_ZCTA,02-Apr-2020,03-Apr-2020,04-Apr-2020,05-Apr-2020,06-Apr-2020,07-Apr-2020,08-Apr-2020,09-Apr-2020,10-Apr-2020,11-Apr-2020,12-Apr-2020,13-Apr-2020,14-Apr-2020,15-Apr-2020,16-Apr-2020,17-Apr-2020,18-Apr-2020,19-Apr-2020,20-Apr-2020,21-Apr-2020,22-Apr-2020,23-Apr-2020,24-Apr-2020,25-Apr-2020,26-Apr-2020,27-Apr-2020,28-Apr-2020,29-Apr-2020,30-Apr-2020,01-May-2020,02-May-2020,03-May-2020,04-May-2020,05-May-2020,06-May-2020,07-May-2020,08-May-2020,09-May-2020,10-May-2020,11-May-2020,12-May-2020,13-May-2020,14-May-2020,15-May-2020,16-May-2020,17-May-2020,18-May-2020,19-May-2020,20-May-2020,21-May-2020,22-May-2020,23-May-2020,24-May-2020,25-May-2020,26-May-2020,27-May-2020,28-May-2020,29-May-2020,30-May-2020,31-May-2020,01-Jun-2020,02-Jun-2020,03-Jun-2020,04-Jun-2020,05-Jun-2020,06-Jun-2020,07-Jun-2020,08-Jun-2020,09-Jun-2020,10-Jun-2020,11-Jun-2020,12-Jun-2020,13-Jun-2020,14-Jun-2020,15-Jun-2020,16-Jun-2020,17-Jun-2020,18-Jun-2020,19-Jun-2020,20-Jun-2020,21-Jun-2020,22-Jun-2020,23-Jun-2020,24-Jun-2020,25-Jun-2020,26-Jun-2020,27-Jun-2020,28-Jun-2020,30-Jun-2020,01-Jul-2020,02-Jul-2020,03-Jul-2020,04-Jul-2020,05-Jul-2020,06-Jul-2020,07-Jul-2020,08-Jul-2020,09-Jul-2020,10-Jul-2020,11-Jul-2020,12-Jul-2020,13-Jul-2020,14-Jul-2020,15-Jul-2020,16-Jul-2020,17-Jul-2020,18-Jul-2020,19-Jul-2020,20-Jul-2020,21-Jul-2020,22-Jul-2020,23-Jul-2020,24-Jul-2020,25-Jul-2020,26-Jul-2020,27-Jul-2020,28-Jul-2020,29-Jul-2020,30-Jul-2020,31-Jul-2020,01-Aug-2020,02-Aug-2020,03-Aug-2020,04-Aug-2020,05-Aug-2020,06-Aug-2020,07-Aug-2020,08-Aug-2020,09-Aug-2020,10-Aug-2020,11-Aug-2020,12-Aug-2020,13-Aug-2020,14-Aug-2020,15-Aug-2020,16-Aug-2020,17-Aug-2020,18-Aug-2020,19-Aug-2020,20-Aug-2020,21-Aug-2020,22-Aug-2020,23-Aug-2020,24-Aug-2020,25-Aug-2020,26-Aug-2020,27-Aug-2020,28-Aug-2020,29-Aug-2020,30-Aug-2020,31-Aug-2020,01-Sep-2020,02-Sep-2020,03-Sep-2020,04-Sep-2020,05-Sep-2020,07-Sep-2020,08-Sep-2020,09-Sep-2020,10-Sep-2020,11-Sep-2020,12-Sep-2020,14-Sep-2020,15-Sep-2020,16-Sep-2020,17-Sep-2020,18-Sep-2020,19-Sep-2020,20-Sep-2020,21-Sep-2020,22-Sep-2020,23-Sep-2020,24-Sep-2020,25-Sep-2020,26-Sep-2020,27-Sep-2020,28-Sep-2020,29-Sep-2020,30-Sep-2020,01-Oct-2020,02-Oct-2020,03-Oct-2020,04-Oct-2020,05-Oct-2020,06-Oct-2020
11422,0,92,28,28,0,58,15,35,39,11,35,15,16,23,19,20,15,19,11,17,10,22,23,19,134,-116,10,8,9,14,2,8,11,8,5,4,4,7,5,9,2,2,4,7,6,1,2,0,0,3,4,2,3,2,1,5,6,2,6,1,-1,0,2,1,1,3,1,0,2,2,3,2,0,1,1,2,3,3,2,1,2,5,1,0,2,0,2,2,5,1,2,2,2,0,2,6,0,1,2,0,1,0,2,1,0,1,2,3,0,6,0,1,1,3,0,0,3,0,1,2,0,2,1,1,2,0,2,0,0,0,0,0,0,2,1,0,0,2,3,0,0,1,1,1,2,0,1,1,0,1,2,1,2,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2,2,0,-1,0,0,0
11423,0,84,14,11,0,63,20,56,30,11,33,26,24,20,27,23,25,22,12,23,12,17,35,25,128,-102,22,12,9,16,9,8,11,4,10,15,2,55,6,7,4,1,6,8,2,3,1,2,8,5,4,4,2,1,2,3,3,1,7,4,0,2,0,2,5,3,0,2,1,0,1,2,0,1,2,2,1,1,4,1,1,2,1,0,1,2,0,1,5,1,3,1,3,0,1,2,0,2,0,2,0,0,0,1,5,1,2,0,0,1,0,0,0,2,0,1,0,4,1,1,1,0,0,1,0,5,2,0,1,1,0,1,2,1,3,0,0,2,1,1,0,1,3,1,1,-1,1,1,2,1,1,2,2,2,1,0,0,0,1,0,1,1,1,4,0,2,0,3,0,1,1,0,0,2,3,0,0,4,0,-1,1,6,5,10,1
11426,0,40,14,8,0,51,11,18,20,7,22,9,15,3,9,6,14,8,2,8,7,16,18,11,74,-67,0,11,3,4,7,3,1,1,2,1,2,6,5,3,4,2,0,1,4,-1,-1,1,0,1,2,2,0,0,0,0,1,1,0,0,2,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,2,0,-1,0,1,1,1,0,2,1,1,1,1,0,2,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,2,1,0,1,1,1,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,-1,2,3,0,1,2,0,0,1,0,2,0,0,1,0,2,2,0,0,0,0,1,0,0,0,3,1,2,0,0,0
11427,0,52,25,14,0,51,11,33,28,12,33,16,19,8,19,12,11,16,9,16,4,17,31,17,135,-121,9,7,6,6,3,7,1,2,7,3,3,6,2,6,1,3,4,6,4,3,3,1,7,1,5,1,5,0,0,4,0,2,1,4,-1,0,2,1,1,2,0,1,0,2,3,2,2,3,2,0,2,0,1,0,1,2,0,0,1,1,0,0,0,0,3,0,2,0,1,0,2,1,0,0,0,1,1,2,1,2,1,1,2,2,0,0,1,0,1,2,1,1,1,-1,0,0,1,1,0,1,1,1,0,0,2,0,0,0,2,0,0,0,0,0,1,3,0,1,0,0,0,0,0,3,0,1,0,1,0,0,0,1,0,2,4,2,0,0,0,0,1,4,0,2,0,0,2,0,0,1,0,2,3,3,1,1,0,2,0
11428,0,55,12,14,0,48,11,28,30,10,29,15,18,14,21,11,25,17,6,13,6,22,21,9,105,-92,5,2,9,9,6,4,6,5,6,2,1,5,2,2,1,3,3,2,2,1,0,4,1,2,2,4,3,2,0,1,3,3,1,0,1,1,2,2,3,2,1,0,0,1,2,-1,1,1,0,0,1,1,2,1,1,0,1,0,1,0,0,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,1,1,0,2,0,2,0,1,0,2,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
11429,0,111,22,26,0,59,21,30,50,14,40,12,27,20,15,16,16,18,13,17,10,28,26,13,130,-110,9,3,5,9,8,10,4,3,3,4,3,8,7,8,1,6,1,2,0,3,-2,2,1,8,2,2,5,3,0,6,2,5,1,1,0,3,3,2,2,2,4,2,5,3,5,2,1,2,2,1,0,1,0,3,6,1,2,2,0,1,0,2,0,2,2,2,3,1,0,1,2,1,4,1,2,1,0,2,0,1,0,0,2,1,1,1,1,3,0,0,0,4,3,1,0,1,0,-1,0,1,1,1,0,-1,2,0,0,1,1,0,0,0,2,0,0,0,1,0,1,0,2,0,0,2,0,1,0,0,0,3,0,0,1,0,2,2,2,0,1,0,0,5,2,2,0,0,0,1,1,-1,1,2,2,2,2,2,1,4,3
11432,0,43,23,31,0,88,11,109,63,14,56,29,37,28,37,45,22,36,25,31,20,44,61,34,237,-179,30,31,30,23,19,13,23,14,11,15,2,24,19,10,10,7,7,20,17,4,12,5,5,3,12,6,4,6,2,9,6,4,1,10,1,4,10,2,9,12,4,6,4,6,4,4,2,2,3,5,3,4,5,3,6,0,1,1,3,0,1,3,5,2,4,2,1,2,2,4,3,1,3,2,3,0,1,1,6,3,0,1,1,-1,1,3,-1,5,0,1,2,1,1,2,3,4,3,2,1,0,2,1,5,1,1,3,6,2,4,11,7,-1,6,4,1,4,2,1,2,4,0,1,1,2,2,2,0,2,0,2,1,2,-1,4,2,4,2,9,2,6,8,8,2,8,3,2,4,5,3,3,2,5,6,3,2,3,6,10,5
11433,0,71,13,23,0,46,15,71,29,9,45,16,22,14,21,27,16,19,17,14,11,25,23,20,130,-100,13,6,12,12,9,8,12,2,6,4,3,4,4,3,1,6,8,7,8,0,1,7,1,6,1,1,3,3,1,5,4,3,5,6,2,1,2,3,1,2,3,2,1,0,3,4,2,0,2,3,4,0,3,1,1,2,0,1,0,3,0,0,2,2,0,1,1,0,1,2,-1,3,1,6,-2,1,0,0,1,0,1,0,2,2,0,3,1,2,0,1,1,2,0,3,0,0,0,3,1,2,1,1,2,3,1,2,1,0,1,4,1,2,1,1,0,1,2,2,0,1,1,1,1,0,1,2,0,0,1,0,0,0,0,0,0,1,0,2,0,0,2,2,1,1,1,0,1,0,3,0,0,0,2,0,3,3,3,0,1
11434,0,178,48,51,0,117,33,110,73,29,63,39,55,36,45,49,37,35,25,34,18,48,56,32,274,-223,16,13,22,17,12,15,15,9,33,33,3,21,31,8,3,13,8,9,12,9,24,7,8,6,8,8,5,7,4,8,6,11,10,7,3,6,3,3,8,10,2,6,5,4,2,5,10,2,1,2,2,1,2,4,7,2,6,0,2,2,1,1,3,3,1,3,1,9,2,7,0,3,1,4,1,0,0,2,2,5,2,0,2,2,1,3,0,2,1,0,2,1,3,3,2,2,1,1,2,2,3,0,0,1,0,2,1,6,0,0,2,2,1,3,1,1,1,2,2,-1,2,2,3,2,2,3,1,3,0,0,3,0,2,1,0,4,1,2,0,1,1,1,0,1,1,3,2,2,2,0,3,0,2,4,0,2,1,2,2
11435,0,116,32,44,0,65,17,82,58,19,70,29,36,23,34,32,30,29,20,28,18,56,48,36,244,-190,19,10,24,20,20,19,9,14,17,11,12,11,13,15,5,8,2,13,9,8,7,4,7,4,7,3,4,6,8,8,6,1,3,5,0,2,3,0,3,3,1,2,2,10,3,3,3,2,1,3,3,5,1,2,4,0,3,1,3,3,1,3,0,7,3,3,1,3,1,0,1,4,1,0,0,0,1,2,1,1,4,2,3,3,0,2,-2,4,1,3,2,2,0,1,1,2,0,4,0,2,0,0,1,2,1,4,3,1,2,1,4,2,3,1,1,1,0,2,3,4,3,5,0,0,0,1,2,4,2,2,3,4,2,5,0,4,6,0,2,2,0,5,6,0,1,1,3,2,2,2,3,-1,3,6,5,3,1,4,4
11436,0,37,11,12,0,26,8,23,23,5,24,11,12,11,8,9,9,13,8,7,7,20,20,11,65,-55,3,5,10,5,6,1,4,5,2,4,0,3,6,3,1,2,1,6,1,1,1,1,2,1,1,2,2,0,1,2,2,3,0,0,0,0,2,4,1,0,0,1,1,3,3,1,0,0,1,1,1,1,0,1,1,0,1,2,1,0,0,0,1,0,0,0,2,2,0,2,4,1,1,3,2,0,1,2,-1,1,1,1,0,2,0,0,-1,3,1,0,2,0,3,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,4,0,-1,2,0,1
11691,0,180,44,53,0,109,39,80,52,26,92,44,60,87,50,65,42,37,29,18,30,76,41,48,285,-228,24,17,33,22,17,15,12,15,13,24,16,12,16,18,7,9,11,11,24,27,14,6,7,9,10,2,8,13,3,13,11,19,10,8,4,5,10,8,9,11,7,7,8,11,5,5,7,7,13,12,10,2,4,6,10,5,6,4,11,8,1,4,14,-1,4,5,2,0,6,6,3,2,1,2,1,0,3,3,7,5,1,0,2,0,1,2,7,5,0,2,2,9,4,2,6,0,0,3,5,4,8,1,5,2,6,1,2,3,1,6,5,4,2,4,5,2,4,4,4,1,12,5,7,2,5,5,12,3,6,9,3,2,6,7,10,7,8,4,17,4,3,7,10,6,9,3,11,6,12,10,21,12,11,10,12,32,13,5,4
11692,0,45,14,13,0,32,12,20,21,10,20,13,22,11,9,16,8,16,2,5,9,16,22,11,66,-50,5,2,1,5,4,6,14,13,1,4,0,5,3,3,1,0,5,5,4,1,0,1,2,1,0,4,4,2,6,2,4,3,0,2,5,2,4,2,1,4,0,0,1,4,1,5,4,0,2,2,2,1,2,1,3,5,1,0,1,0,3,2,1,0,0,1,1,5,0,0,1,0,2,2,0,0,2,1,1,2,1,0,1,1,0,1,2,1,0,0,0,2,0,0,0,1,1,3,0,1,0,2,1,2,2,0,2,1,0,4,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,1,-1,0,0,2,2,1,7,1,0,0,0,0,2,1,1,0,0,0,0,0,0,1,2,0,1,0,2,0,2
11693,0,30,4,11,0,16,7,13,17,1,12,8,15,8,7,4,9,8,1,5,2,3,4,4,41,-35,1,2,1,1,3,4,1,1,1,1,0,1,1,2,0,0,0,3,5,0,4,1,0,0,5,1,1,0,0,0,0,1,0,0,2,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,2,0,-1,0,0,0,1,0,1,-1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,-1,0,0,0,0,2,2,1,2,0,0,0
11694,0,45,13,25,0,41,10,25,28,12,18,11,13,21,14,11,20,8,7,10,9,19,37,11,85,-67,7,7,12,10,4,5,8,1,4,0,0,4,14,3,1,2,3,2,2,0,4,3,0,3,13,2,2,2,1,3,3,1,0,0,0,0,2,0,3,1,0,0,3,0,3,5,4,3,2,1,1,0,1,1,9,3,1,4,1,1,0,0,0,0,0,1,2,2,0,0,1,2,1,0,2,1,0,0,0,0,-1,1,0,1,1,1,0,1,0,2,1,1,2,0,1,0,0,1,0,0,1,0,0,0,0,3,2,0,1,0,0,1,1,2,0,1,0,2,4,0,0,0,0,0,1,1,1,0,2,1,0,0,0,1,0,1,1,2,1,-1,0,2,2,0,0,0,0,1,1,0,1,1,0,3,0,2,1,1,2
11697,0,5,1,3,0,10,0,8,0,11,0,0,2,4,2,1,1,0,0,0,0,1,4,1,18,-16,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2,1,0,1,4,1,3,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
