MODIFIED_ZCTA,02-Apr-2020,03-Apr-2020,04-Apr-2020,05-Apr-2020,06-Apr-2020,07-Apr-2020,08-Apr-2020,09-Apr-2020,10-Apr-2020,11-Apr-2020,12-Apr-2020,13-Apr-2020,14-Apr-2020,15-Apr-2020,16-Apr-2020,17-Apr-2020,18-Apr-2020,19-Apr-2020,20-Apr-2020,21-Apr-2020,22-Apr-2020,23-Apr-2020,24-Apr-2020,25-Apr-2020,26-Apr-2020,27-Apr-2020,28-Apr-2020,29-Apr-2020,30-Apr-2020,01-May-2020,02-May-2020,03-May-2020,04-May-2020,05-May-2020,06-May-2020,07-May-2020,08-May-2020,09-May-2020,10-May-2020,11-May-2020,12-May-2020,13-May-2020,14-May-2020,15-May-2020,16-May-2020,17-May-2020,18-May-2020,19-May-2020,20-May-2020,21-May-2020,22-May-2020,23-May-2020,24-May-2020,25-May-2020,26-May-2020,27-May-2020,28-May-2020,29-May-2020,30-May-2020,31-May-2020,01-Jun-2020,02-Jun-2020,03-Jun-2020,04-Jun-2020,05-Jun-2020,06-Jun-2020,07-Jun-2020,08-Jun-2020,09-Jun-2020,10-Jun-2020,11-Jun-2020,12-Jun-2020,13-Jun-2020,14-Jun-2020,15-Jun-2020,16-Jun-2020,17-Jun-2020,18-Jun-2020,19-Jun-2020,20-Jun-2020,21-Jun-2020,22-Jun-2020,23-Jun-2020,24-Jun-2020,25-Jun-2020,26-Jun-2020,27-Jun-2020,28-Jun-2020,30-Jun-2020,01-Jul-2020,02-Jul-2020,03-Jul-2020,04-Jul-2020,05-Jul-2020,06-Jul-2020,07-Jul-2020,08-Jul-2020,09-Jul-2020,10-Jul-2020,11-Jul-2020,12-Jul-2020,13-Jul-2020,14-Jul-2020,15-Jul-2020,16-Jul-2020,17-Jul-2020,18-Jul-2020,19-Jul-2020,20-Jul-2020,21-Jul-2020,22-Jul-2020,23-Jul-2020,24-Jul-2020,25-Jul-2020,26-Jul-2020,27-Jul-2020,28-Jul-2020,29-Jul-2020,30-Jul-2020,31-Jul-2020,01-Aug-2020,02-Aug-2020,03-Aug-2020,04-Aug-2020,05-Aug-2020,06-Aug-2020,07-Aug-2020,08-Aug-2020,09-Aug-2020,10-Aug-2020,11-Aug-2020,12-Aug-2020,13-Aug-2020,14-Aug-2020,15-Aug-2020,16-Aug-2020,17-Aug-2020,18-Aug-2020,19-Aug-2020,20-Aug-2020,21-Aug-2020,22-Aug-2020,23-Aug-2020,24-Aug-2020,25-Aug-2020,26-Aug-2020,27-Aug-2020,28-Aug-2020,29-Aug-2020,30-Aug-2020,31-Aug-2020,01-Sep-2020,02-Sep-2020,03-Sep-2020,04-Sep-2020,05-Sep-2020,07-Sep-2020,08-Sep-2020,09-Sep-2020,10-Sep-2020,11-Sep-2020,12-Sep-2020,14-Sep-2020,15-Sep-2020,16-Sep-2020,17-Sep-2020,18-Sep-2020,19-Sep-2020,20-Sep-2020,21-Sep-2020,22-Sep-2020,23-Sep-2020,24-Sep-2020,25-Sep-2020,26-Sep-2020,27-Sep-2020,28-Sep-2020,29-Sep-2020,30-Sep-2020,01-Oct-2020,02-Oct-2020,03-Oct-2020,04-Oct-2020,05-Oct-2020,06-Oct-2020
10036,0,34,7,3,0,29,8,10,5,2,18,3,6,29,7,9,5,10,3,5,0,11,8,5,63,-55,3,2,4,3,2,6,2,0,1,3,1,2,2,2,3,2,2,4,2,2,0,1,1,2,2,1,2,5,1,1,1,0,1,1,0,1,3,0,2,2,0,0,0,0,0,2,4,2,11,0,1,1,0,2,3,2,2,1,1,1,0,0,1,0,0,3,0,2,0,0,1,5,2,1,1,2,0,4,3,1,2,2,1,1,1,5,-1,2,0,3,3,0,2,1,1,1,2,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,1,3,0,1,0,1,0,1,1,3,0,1,0,0,0,2,1,1,0,2,0,0,0,1,2,0,1,1,0,4,1,0,0,1,2,2,4,1,2,0,2,0,0,0,1,2,2
10037,0,-8,7,13,0,25,11,37,22,7,9,3,11,21,14,8,7,1,2,5,0,4,4,7,63,-43,3,3,3,2,3,6,10,2,5,4,1,0,5,2,36,19,42,17,1,0,4,6,0,-1,1,5,3,2,2,2,1,3,-1,1,3,1,0,2,1,0,1,0,1,4,-1,4,1,0,-1,0,0,1,1,1,1,0,2,0,2,1,0,0,-11,-1,0,1,-1,1,1,1,0,2,-2,-1,1,1,0,0,2,0,1,0,2,0,0,0,0,2,0,0,5,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,2,0,0,0,0,6,1,2,2,0,0,0,1,1,2,1,-1,2,-2,3,0,0,3,1,3,1,0,3,-1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,1
10038,0,17,4,4,0,13,4,8,9,2,14,4,4,1,0,3,2,1,1,4,0,7,1,6,48,-37,5,2,4,0,4,3,4,3,1,3,1,1,0,0,-1,1,0,3,1,1,1,0,0,1,0,4,1,2,1,0,2,0,2,0,0,2,0,0,0,1,1,0,2,2,0,0,0,1,-1,0,1,0,1,0,1,0,1,1,1,0,0,-1,-3,0,0,1,-1,2,1,1,0,2,1,-1,0,1,1,-2,0,1,0,0,2,3,0,1,-2,2,0,0,3,1,2,0,0,0,0,0,2,1,2,1,-1,2,0,1,3,1,-1,1,1,0,0,2,1,0,0,1,0,0,0,2,5,1,0,5,2,2,1,1,1,1,0,2,1,0,1,1,0,0,0,-1,1,-1,0,1,0,2,2,0,3,0,4,2,1,2,0,0,1
10039,0,25,6,8,0,23,9,27,19,10,23,2,9,21,12,9,4,5,5,6,2,13,19,10,81,-67,10,2,8,6,5,6,4,1,3,7,4,1,3,1,2,-1,-1,7,5,3,5,7,2,-1,3,3,2,0,0,6,2,2,3,1,-2,1,3,4,1,1,0,1,0,1,0,1,0,0,1,0,3,2,1,1,1,0,0,1,2,1,1,2,2,0,0,0,3,1,1,0,0,2,0,4,1,4,2,1,2,0,3,2,1,4,1,2,1,2,0,2,1,0,1,2,2,0,1,0,2,2,2,0,4,1,0,3,0,2,3,3,1,0,1,2,0,3,2,1,4,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,0,1,1,2,2,2,1,0,0,1
10040,0,48,22,16,0,35,24,46,35,3,61,14,20,23,21,17,8,13,7,23,5,24,27,18,131,-101,13,12,20,8,16,14,19,15,11,31,41,33,7,4,7,6,5,20,16,6,3,3,3,2,0,5,3,1,3,2,2,2,5,5,2,1,7,1,1,6,0,3,0,4,4,2,6,4,1,2,4,1,2,0,1,1,2,2,1,3,1,2,0,5,1,6,2,3,0,1,5,1,3,2,1,1,4,3,2,1,3,2,0,4,0,4,1,1,1,2,5,5,2,2,1,3,2,2,1,2,7,4,3,1,2,2,5,1,2,1,0,5,5,1,0,1,1,2,1,5,4,3,3,2,0,1,6,-1,0,1,6,1,1,2,2,3,0,2,3,1,0,3,1,2,3,0,1,1,1,0,2,3,4,5,2,2,4,3,3
10044,0,10,4,1,0,4,3,10,1,2,6,2,3,5,3,1,6,8,4,2,1,8,7,4,30,-21,4,1,7,5,0,5,8,0,4,2,1,2,4,1,0,6,3,5,3,2,6,5,1,0,0,0,1,0,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,2,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
10065,0,37,8,5,0,11,5,10,10,0,9,2,6,6,3,5,5,1,0,8,0,7,5,3,61,-55,4,2,1,1,4,2,3,-1,3,2,1,5,2,0,1,0,2,6,4,1,0,0,2,1,2,-1,3,0,0,0,1,0,2,0,0,0,1,0,0,2,1,0,2,0,1,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,-1,1,1,-1,1,2,-1,2,0,0,0,-2,-2,-1,0,0,0,0,0,-1,0,1,1,1,1,2,0,1,0,1,0,0,0,0,1,0,0,1,5,1,0,2,-1,1,0,0,1,0,0,0,0,0,0,2,1,1,1,0,2,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,2,2,2,2,0,1,3,1,1,1,2,0,1,3,0,2,2,0,1,-1,1
10069,0,5,0,0,0,3,0,1,1,0,1,0,2,1,2,2,1,1,0,1,0,1,0,0,10,-10,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
10075,0,28,7,9,0,22,6,9,11,5,5,3,9,13,7,5,1,2,3,4,5,7,3,4,97,-90,-1,0,3,2,-2,5,0,0,2,2,0,1,1,0,0,0,2,7,4,-1,2,0,0,4,2,4,8,16,6,11,3,1,0,1,0,0,3,1,3,0,0,0,-1,0,3,8,5,1,3,0,1,0,1,2,1,1,0,0,0,1,-1,-2,-5,-5,-1,2,0,2,1,1,-1,-3,-1,0,0,0,0,-4,0,0,0,1,-1,-1,2,0,2,1,-1,0,-2,-1,0,1,0,1,0,3,1,1,-1,0,1,0,0,0,0,0,1,1,0,0,0,0,2,3,0,0,-2,1,0,0,0,0,0,0,1,1,1,2,0,1,1,3,0,1,2,0,0,1,0,0,0,2,1,0,2,0,4,0,0,0,1,2,1,0,1,3,3
10128,0,55,8,6,0,25,11,35,22,10,12,7,21,29,7,9,7,13,2,10,1,11,12,4,120,-113,10,0,1,1,3,2,2,3,7,2,2,2,8,4,4,6,2,3,3,0,2,2,1,0,2,3,1,1,2,1,3,2,3,2,1,0,1,0,1,2,0,0,2,1,0,1,2,0,-1,2,0,0,3,0,1,1,2,1,1,2,2,2,4,0,2,0,0,4,0,2,0,1,0,3,0,0,0,4,2,2,2,0,3,3,1,2,0,0,0,1,2,2,2,2,1,2,0,2,0,0,1,2,0,0,0,3,2,1,1,-1,0,0,0,2,1,0,0,1,0,0,0,2,1,0,2,3,0,2,2,2,0,0,0,1,0,1,3,2,5,0,0,0,1,2,2,0,0,2,1,1,0,1,1,0,1,2,1,2,4
10280,0,2,0,1,0,3,0,2,2,0,0,1,2,1,1,0,0,0,0,1,0,0,2,0,6,-6,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,1,2,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10282,0,7,2,2,0,4,0,1,4,0,3,4,2,1,1,1,3,0,0,2,0,1,0,3,39,-39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
10301,0,60,18,25,0,46,33,100,67,14,55,34,33,18,38,23,22,45,16,26,6,25,35,19,150,-128,8,9,12,6,11,7,8,4,13,10,4,12,8,6,2,2,0,3,11,3,2,1,1,5,9,7,8,14,1,2,8,1,9,4,0,0,1,1,4,4,0,0,2,3,3,2,2,1,16,2,4,1,4,2,3,0,1,1,2,4,1,2,0,3,2,7,2,2,0,1,-1,2,1,0,3,3,0,0,0,3,2,2,3,2,0,4,0,1,0,1,1,0,2,1,2,2,1,-1,2,3,1,1,1,3,2,2,2,1,1,5,0,0,0,3,0,4,1,0,0,0,5,2,2,3,0,3,4,5,0,3,2,6,2,0,1,2,0,1,0,1,0,1,1,2,1,1,2,0,2,0,1,7,7,1,6,2,3,3,1
10302,0,33,9,17,0,36,13,67,32,7,43,9,26,7,20,16,19,13,9,13,15,10,19,7,70,-48,7,4,9,3,6,7,5,3,5,7,2,3,7,5,1,-1,2,5,4,1,1,2,4,0,1,0,1,0,0,3,3,3,4,3,-1,-1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,2,0,0,2,2,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,3,0,0,2,0,2,4,2,0,4,1,2,2,1,4,0,0,0,-1,0,2,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,2,2,0,1,0,1,2,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1
10303,0,38,15,15,0,55,36,98,49,7,67,20,21,6,22,18,13,27,6,19,2,22,19,19,111,-90,6,6,4,10,5,7,1,2,6,4,3,11,3,2,2,1,8,3,4,3,2,2,1,1,2,1,7,2,4,4,6,2,4,2,0,1,5,2,3,5,2,0,2,1,1,2,2,2,2,0,0,0,0,0,13,0,0,3,1,0,2,0,2,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,2,0,2,0,1,0,1,0,2,1,0,1,0,0,1,0,0,0,2,1,0,6,0,1,-1,0,0,3,1,2,0,4,0,1,0,0,1,-1,1,1,1,0,0,0,2,0,2,1,0,1,2,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,1,0,2,0,0,0,0,0,1,1,1,1,0,0
10304,0,87,21,22,0,63,33,119,68,16,70,17,29,17,60,32,30,28,13,21,11,34,21,19,228,-195,8,13,12,14,15,13,5,15,11,15,4,3,12,4,1,1,5,4,7,5,2,2,3,5,5,1,1,3,3,8,0,11,3,2,-2,4,1,0,2,3,1,2,0,1,5,3,4,3,4,2,0,0,2,1,0,2,1,4,0,1,0,0,4,0,2,3,2,0,-1,1,1,1,1,1,0,0,1,4,1,0,-1,8,2,3,0,2,0,6,0,3,6,1,1,1,2,4,0,1,3,4,3,3,3,3,1,3,4,5,3,1,1,0,5,4,2,2,1,3,3,2,1,1,1,0,2,3,2,2,2,1,2,2,2,3,3,1,4,1,1,4,1,3,2,2,1,1,1,0,2,1,2,3,6,-1,6,1,1,3,3
10305,0,80,22,18,0,71,41,130,76,20,64,24,22,7,48,28,27,27,8,23,7,23,31,20,203,-179,12,11,12,17,17,10,3,3,5,6,4,9,9,6,3,2,4,6,15,2,6,3,5,-1,2,3,7,1,3,3,5,5,2,1,0,1,1,5,3,0,0,1,0,1,1,3,1,5,2,2,1,1,4,5,4,1,0,-1,5,2,2,2,0,3,2,0,2,0,2,2,1,0,3,1,1,0,3,2,2,3,3,2,3,8,0,1,3,1,0,3,1,3,4,2,0,0,1,2,3,1,3,0,2,2,0,1,3,5,4,3,0,1,1,2,1,1,1,0,2,1,0,3,1,1,0,0,1,1,2,-1,3,1,3,3,-1,2,1,5,1,3,1,2,0,4,3,3,0,2,4,7,2,0,3,2,2,3,1,0,2
10306,0,73,14,39,0,75,34,192,83,21,77,31,24,13,47,21,31,34,12,25,12,28,32,16,264,-235,10,9,12,11,7,12,10,4,4,11,4,11,15,6,1,0,5,9,8,0,5,1,4,3,1,4,5,2,2,3,1,0,2,5,0,0,3,3,8,5,2,0,4,0,2,2,0,2,1,1,3,0,1,0,1,0,1,1,2,3,1,3,4,1,1,2,1,3,1,1,0,4,1,1,2,3,1,3,2,2,1,3,2,1,0,2,1,0,0,1,4,6,2,3,0,2,1,1,4,3,2,0,4,1,2,2,2,2,1,6,1,1,1,1,3,1,1,0,2,2,0,1,2,2,0,2,1,2,0,3,1,2,2,6,3,5,6,3,1,3,3,6,1,6,1,1,4,4,1,3,0,11,7,5,2,3,0,1,2
10307,0,26,6,10,0,24,10,43,34,5,21,7,2,2,17,8,5,18,2,4,8,7,5,5,82,-77,1,1,2,0,4,1,1,3,4,1,0,0,1,0,0,1,0,0,1,1,1,-1,2,0,2,2,0,0,0,0,1,1,1,2,0,0,2,1,0,1,0,0,2,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,2,0,0,1,0,3,2,2,1,0,3,2,1,-2,1,2,3,1,-2,0,1,0,0,1,0,2,0,1,0,0,0,1,0,2,0,0,1,-1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,3,0,2,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,2,1,4,1,3
10308,0,38,13,17,0,34,22,74,36,10,40,11,9,9,19,8,8,10,3,12,3,15,14,8,133,-123,1,2,3,3,3,4,2,0,2,3,2,1,3,4,1,4,1,1,1,1,1,1,1,2,1,0,0,0,0,0,2,1,5,0,1,2,1,1,1,0,0,1,1,0,0,1,0,0,3,1,0,1,0,0,1,0,0,1,0,2,1,0,1,1,-1,2,2,1,0,6,0,2,3,3,3,0,3,1,1,2,1,0,0,2,0,1,3,3,0,1,3,2,0,0,0,0,0,0,1,2,1,0,1,0,2,0,2,1,-1,2,0,1,0,0,0,2,3,0,3,1,2,3,0,0,0,1,1,-1,2,0,4,4,0,1,2,5,1,1,0,1,3,0,0,2,1,0,2,0,4,0,1,6,1,2,4,4,3,2,3
10309,0,45,15,16,0,52,26,92,84,8,53,14,19,23,22,7,12,14,8,8,12,13,25,3,153,-141,4,2,6,6,2,3,3,4,3,3,2,4,1,1,0,1,3,3,4,2,3,0,1,2,1,3,1,0,1,1,1,2,3,1,0,1,3,1,0,3,0,0,3,1,2,0,0,0,-1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,3,1,1,1,0,2,0,6,2,3,1,2,-1,3,3,-2,2,4,5,0,1,0,-1,3,6,1,3,0,-1,3,1,1,2,0,0,0,1,0,1,1,0,1,2,1,1,0,-1,1,0,2,0,0,0,1,0,2,0,0,0,1,2,2,4,3,0,3,3,2,5,3,3,3,3,1,4,0,0,1,0,0,0,1,1,1,3,0,2,3,5,3,6,3,1,5
10310,0,32,13,19,0,45,11,77,47,14,28,14,16,12,27,12,14,28,14,14,7,16,18,12,93,-80,9,5,14,8,10,5,5,7,8,4,2,6,1,0,1,0,3,3,3,4,3,0,1,0,1,1,2,0,0,3,0,3,2,1,-1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,-1,2,1,1,0,-1,1,0,0,1,0,-1,-2,0,0,3,1,1,0,1,0,-1,0,0,0,1,1,1,2,2,0,3,0,1,0,0,2,1,1,2,1,0,0,1,2,1,0,1,2,0,4,0,0,0,0,1,0,0,0,0,0,6,0,0,4,1,0,3,2,1,0,3,3,1,1,1,3,2,4,2,3,0,1,1,1,4,0,0,3,1,0,6,4,2,1,3,4,2
10312,0,82,24,20,0,96,35,201,124,16,74,24,33,17,36,24,23,39,7,13,10,20,29,18,238,-216,4,8,11,8,11,13,6,5,6,3,3,5,7,9,2,1,4,1,7,2,3,2,4,2,5,3,4,0,1,4,5,2,5,3,0,1,2,3,3,3,0,1,1,2,1,2,1,2,0,1,-1,0,0,0,-1,0,1,0,1,2,2,4,1,7,2,1,8,6,1,0,0,5,5,9,3,2,3,6,6,5,2,0,5,7,0,3,6,7,2,3,5,3,3,4,2,0,1,3,1,4,0,0,4,1,1,3,2,3,2,5,0,0,0,1,0,0,3,2,-1,0,3,2,0,2,6,0,2,4,0,1,4,0,3,8,0,2,5,7,1,5,3,5,1,3,5,4,4,4,3,1,1,5,3,2,5,2,11,2,2
10314,0,167,44,49,0,127,63,271,183,46,167,39,71,38,66,49,48,75,23,52,22,75,42,41,407,-353,20,21,23,35,14,24,20,15,7,12,7,11,11,8,6,2,8,13,8,5,5,5,2,1,4,6,3,5,3,6,11,7,4,8,-1,0,5,5,3,15,7,3,4,5,3,2,2,1,6,2,2,0,2,5,9,6,1,1,2,4,2,4,5,1,2,7,6,3,2,3,1,4,2,5,4,3,3,4,1,1,2,1,3,8,0,5,6,2,1,6,3,6,4,7,2,3,4,2,0,11,6,4,2,1,3,6,3,2,2,5,1,2,4,7,6,0,7,1,1,4,4,1,3,3,1,3,3,5,4,6,2,3,5,13,2,8,7,5,2,5,4,4,3,5,5,5,3,5,8,4,1,3,6,0,7,10,5,5,3
10451,0,-1,34,22,0,84,22,148,63,21,58,34,33,32,45,49,36,42,20,29,17,45,40,35,214,-146,21,10,21,13,13,16,11,11,14,8,4,10,4,6,3,10,4,10,12,12,7,6,7,-3,4,6,2,2,1,5,6,7,6,5,2,-2,6,2,1,3,5,0,3,3,1,3,1,0,1,3,4,0,-2,2,2,1,3,2,1,2,-2,2,-14,-2,3,4,1,10,3,4,2,-3,-1,-1,0,6,2,-1,1,1,1,3,1,4,1,3,2,1,1,1,3,1,4,1,0,3,1,3,6,2,6,6,6,2,0,-1,2,5,1,5,2,1,8,2,1,0,5,2,6,0,1,3,1,-1,0,2,1,6,-1,3,-1,4,2,2,1,3,0,4,1,2,3,0,0,4,4,2,2,5,1,1,3,1,0,0,2,3,3,3,6
10452,0,142,33,42,0,114,37,134,104,13,82,38,50,39,73,63,47,34,31,45,11,76,72,58,267,-174,42,12,32,36,22,40,23,11,14,15,4,13,18,11,9,9,28,27,13,11,20,2,22,-1,17,12,13,3,6,16,10,12,9,3,0,4,2,19,10,14,7,9,3,5,5,7,1,4,5,4,3,3,8,7,4,2,6,6,4,6,1,4,10,3,7,4,12,16,0,4,3,3,5,2,5,3,3,6,4,7,4,2,5,6,0,4,-1,9,3,4,5,1,2,1,3,7,1,2,5,5,7,6,8,3,1,10,13,8,6,2,3,3,5,5,3,5,7,4,3,7,5,2,8,3,2,7,3,6,0,4,2,2,2,8,9,4,4,12,5,5,5,7,0,2,3,3,4,6,12,2,1,0,11,5,6,7,5,2,1
10453,0,141,46,46,0,115,56,151,101,22,82,42,46,27,80,40,51,42,25,48,12,67,58,45,269,-202,38,11,25,42,32,36,18,14,20,16,11,28,30,11,7,15,17,24,8,16,13,7,6,6,11,10,10,8,0,6,6,11,7,5,3,0,3,4,5,8,7,3,3,4,8,3,6,7,1,1,4,3,6,3,8,4,2,6,3,3,4,5,13,6,3,5,10,36,1,2,2,2,7,3,4,3,1,4,7,5,3,2,2,12,1,3,3,6,0,2,3,5,1,9,5,6,2,2,2,4,4,3,7,6,2,7,5,6,9,5,11,2,6,1,3,4,5,3,4,6,1,10,6,5,3,4,0,5,-1,6,1,0,1,6,0,3,2,10,5,1,3,6,1,5,5,1,3,3,0,3,2,2,6,7,1,5,6,8,2
10454,0,71,28,21,0,42,19,100,55,7,33,16,17,33,32,26,31,14,12,16,5,32,30,29,136,-87,19,12,14,12,11,9,6,7,10,8,0,14,8,11,3,8,1,10,6,3,8,3,10,3,3,1,5,2,2,7,4,2,1,1,2,-3,5,0,3,2,1,3,4,2,4,5,-1,2,1,1,1,1,0,1,1,0,1,1,4,1,4,4,4,-1,2,4,4,15,1,2,0,1,2,2,3,1,0,1,3,3,1,2,4,3,0,2,0,8,2,0,1,1,0,3,3,0,0,1,3,2,2,1,1,2,1,3,2,3,2,5,0,1,0,3,3,1,0,1,2,0,0,0,0,1,4,3,2,0,2,1,0,3,1,1,1,0,0,1,0,-1,1,2,2,2,0,0,0,1,0,0,1,1,0,2,1,0,0,0,0
10455,0,57,24,17,0,52,23,108,54,12,39,22,42,26,34,41,32,36,11,25,8,22,29,32,176,-122,17,8,19,21,19,23,8,7,12,10,3,15,5,6,3,3,11,10,8,3,5,6,8,0,9,5,6,1,4,4,6,3,3,4,0,3,4,2,0,4,1,2,0,1,2,1,1,1,-1,1,6,2,1,2,2,0,4,5,2,2,6,1,7,5,1,5,8,11,4,3,0,4,7,4,3,4,1,4,3,1,1,2,3,4,0,1,0,3,0,1,3,2,1,1,4,1,2,6,4,0,3,2,3,1,3,2,4,2,5,6,5,-1,3,2,1,4,2,0,0,2,-1,2,0,3,1,3,6,1,0,1,1,1,0,3,2,-1,4,1,2,0,0,1,0,1,1,3,0,0,3,1,1,1,1,6,2,0,0,3,3
10456,0,145,48,71,0,122,61,146,90,19,73,45,75,45,81,60,30,52,30,48,21,87,71,52,277,-187,32,18,40,37,25,45,27,21,22,16,10,15,15,14,8,10,21,14,13,14,8,12,7,5,8,6,9,2,1,7,12,9,12,11,1,6,7,5,1,6,5,4,2,7,5,10,7,1,8,3,11,1,5,6,3,2,3,8,6,6,6,4,9,2,2,2,7,41,3,3,3,6,4,7,3,3,4,3,7,5,5,3,3,8,2,9,0,4,1,1,7,5,2,4,2,5,1,4,11,8,1,5,4,1,3,7,5,9,2,7,2,1,0,4,3,2,8,1,4,1,2,6,2,0,5,5,1,5,5,6,-3,3,4,7,6,4,4,7,2,3,4,0,2,0,1,2,4,3,5,4,2,0,4,1,8,-2,3,5,3
10457,0,121,56,50,0,111,35,141,70,17,62,35,65,23,81,36,41,36,29,47,19,60,44,39,249,-176,33,24,22,38,28,27,23,13,14,11,5,28,18,10,5,9,8,8,12,3,16,5,1,0,3,4,21,10,3,4,26,10,4,6,4,6,2,5,4,5,7,0,5,12,3,4,6,4,5,2,5,2,3,2,4,5,7,4,3,4,2,8,-2,5,5,4,8,56,2,3,2,5,5,5,1,5,13,10,11,3,11,4,6,22,4,5,7,12,-1,3,5,7,9,4,6,2,3,2,1,6,5,-1,9,0,3,2,5,2,2,3,2,2,0,5,4,3,4,2,3,2,0,9,7,4,1,0,2,3,1,4,3,2,1,2,3,7,3,6,-1,0,2,4,0,2,-1,0,5,5,3,0,2,0,0,3,5,-1,1,2,3
10458,0,121,42,46,0,90,45,131,81,14,66,46,46,23,86,35,28,37,33,40,17,51,58,36,264,-194,19,18,33,26,25,29,21,14,21,20,3,13,18,12,4,7,17,13,14,9,12,6,8,1,5,11,4,3,2,8,9,7,11,7,4,-1,6,9,3,7,3,6,2,5,6,6,5,1,4,2,7,3,1,2,4,1,2,1,5,3,5,2,12,5,5,2,6,51,3,1,3,6,6,7,1,5,3,4,3,5,5,1,1,9,4,6,3,15,1,6,5,4,4,3,3,1,5,7,10,8,9,2,4,1,1,9,15,5,6,9,0,2,2,4,6,1,4,4,0,2,9,7,-1,1,4,1,0,4,0,-1,3,0,2,3,1,4,2,0,1,0,7,5,6,7,4,2,6,5,5,2,1,4,5,5,2,4,4,4,1
